Library_ID	Sanguinis	Mitis	Salivarius	Anginosus	Bovis	Pyogenic	Mutans	Downei	Other	Unknown	Genus_other	Streptococcus	Sanguinis_tot	Anginosus_tot
TON005.B0101	20.7050190014415	5.63491023456952	0.117939981653781	62.6523391429695	0.812475429170489	5.05831476870659	0.812475429170489	0.117939981653781	3.14506617743415	0.943519853230245	0.997597404642666	0.00240259535733409	0.000597652999162494	0.0016058727778455
2084	20.6984071416069	13.6705758795729	0.28006301417819	45.4927358655698	1.34780325573254	11.9201820409592	0.595133905128654	0.350078767722738	3.73709084544022	1.90792928408892	0.996855315612286	0.00314468438771429	0.00075106998465512	0.0015309774969291
ERR5729653	18.819923810615	2.39079998854295	0.0449689227508378	76.6270443674276	0.189614183828373	0.428493684300977	0.304757540171283	0.0870735829060808	0.761607424168648	0.345716495288288	0.95278763294329	0.0472123670567103	0.00898727180259885	0.0362853415335839
SRR5297131	18.7527972549605	4.87841265105177	0.507235566164404	41.9961211397882	1.16365806355363	2.77487692078174	7.11621661942414	19.2600328211249	2.3869908995972	1.16365806355363	0.98504206222127	0.0149579377787306	0.00290709433355516	0.00638637275175639
HCLVMBCX2-3505-28-00-01_S28	18.4185149469624	2.26615236258438	0.409836065573771	73.191899710704	0.337512054001929	3.39922854387657	0.699132111861138	0.0964320154291225	0.723240115718419	0.458052073288332	0.996938987961201	0.0030610120387994	0.000664064096581949	0.00234149031050104
HCLVMBCX2-3505-10-00-01_S10	17.7480916030534	4.00763358778626	0.381679389312977	66.793893129771	0.954198473282443	5.72519083969466	1.14503816793893	0	1.90839694656489	1.33587786259542	0.999486854062862	0.000513145937137664	0.00019107361098054	0.000442750148851493
2090	17.6645435244161	10.1344656758669	0.339702760084926	43.864118895966	5.58386411889597	13.4324133050248	0.587402689313517	0.382165605095541	6.24911535739561	1.76220806794055	0.995187119139241	0.00481288086075894	0.000950293208078603	0.00221142520179134
MID025.A0101	17.6450967311541	18.7291527685123	1.01734489659773	26.6511007338226	3.91927951967979	16.8945963975984	0.266844563042028	0.0833889259506338	11.9913275517011	2.80186791194129	0.998155400507319	0.00184459949268129	0.000425535556759647	0.000591687920323173
CDM051.S0101	16.4010067114094	15.5201342281879	0.503355704697987	42.0092281879195	2.3489932885906	14.8070469798658	0.671140939597315	0.272651006711409	5.76761744966443	1.6988255033557	0.998688393576596	0.00131160642340395	0.000315206810442429	0.000651226651299469
SA-011	16.2650116869509	36.7179817844765	0.243410977673894	41.0091077617474	0.604497461110663	1.32828242121383	0.475538002740389	0.385266381881196	2.0633513339244	0.907552188280809	0.986254226943862	0.0137457730561381	0.00233763705526964	0.00574177271417835
