Library_ID	Total
SRR17523901	933
SRR17523902	786
SRR17523903	977
SRR17523904	996
SRR17523905	673
SRR17523906	826
SRR17523907	1020
SRR17523908	1045
SRR17523909	619
SRR17523915	987
SRR17523926	1055
SRR17523938	904
SRR17523953	1082
SRR17523964	964
SRR17523970	1110
SRR17523980	1011
SRR17523999	917
SRR17524053	1171
SRR17524054	1192
SRR17524055	1305
SRR17524056	24
SRR17524057	1156
SRR17524065	1036
SRR17524077	1181
SRR17524088	1182
SRR17524092	1056
SRR17524093	993
SRR17524094	1031
SRR17524095	915
SRR17524096	1081
SRR17524097	1031
SRR17524098	1159
SRR17524105	1062
SRR17524122	955
SRR17524129	1090
SRR17524141	933
SRR17524155	948
SRR17524195	719
SRR17524196	740
SRR17524198	872
SRR17524199	795
SRR17524200	620
SRR17524233	876
SRR17524235	518
SRR17524244	355
SRR17524257	692
SRR17524258	661
SRR17524261	613
SRR17524266	668
SRR17524281	878
SRR17524294	971
SRR17524305	860
SRR17524312	829
SRR17524323	873
SRR17524332	1060
SRR17524346	1099
SRR17524352	729
SRR17524353	856
SRR17524354	905
SRR17524355	1078
SRR17524356	1121
SRR17524357	1031
SRR17524358	991
SRR17524359	989
SRR17524360	1133
SRR17524361	1399
SRR17524362	1044
SRR17524363	951
SRR17524364	941
SRR17524365	1310
SRR17524366	1172
SRR17524367	950
SRR17524368	1167
SRR17524369	1055
SRR17524370	1051
SRR17524371	1562
SRR17524378	770
SRR17524389	719
SRR17524398	614
SRR17524399	646
SRR17524400	672
SRR17524401	691
SRR17524402	724
SRR17524403	571
SRR17524418	841
SRR17524420	707
SRR17524421	594
SRR17524423	776
SRR17524424	460
SRR17524425	692
SRR17524426	619
SRR17524427	908
SRR17524433	767
SRR17524480	516
SRR17524495	833
SRR17524496	608
SRR17524497	1101
SRR17524498	369
SRR17524501	596
SRR17524502	908
SRR17524503	293
SRR17524504	813
SRR17524505	804
SRR17524506	849
SRR17524507	816
SRR17524508	985
SRR17524509	851
SRR17524510	975
SRR17524511	724
SRR17524512	965
SRR17524513	900
SRR17524514	641
SRR17524515	874
SRR17524516	804
SRR17524517	840
SRR17524518	1004
SRR17524519	1023
SRR17524520	858
SRR17524521	874
SRR17524526	1005
SRR17524534	1421
SRR17524537	929
SRR17524538	883
SRR17524549	665
SRR17524558	1002
SRR17524573	868
SRR17524582	890
SRR17524583	818
SRR17524584	551
SRR17524585	742
SRR17524586	649
SRR17524587	436
SRR17524588	458
SRR17524589	583
SRR17524590	576
SRR17524591	375
SRR17524592	649
SRR17524594	602
SRR17524595	29
SRR17524596	640
SRR17524597	646
SRR17524598	655
SRR17524599	52
SRR17524600	491
SRR17524601	639
SRR17524602	34
SRR17524603	569
SRR17524618	673
SRR17524619	784
SRR17524620	761
SRR17524621	784
SRR17524622	1039
SRR17524623	860
SRR17524674	823
SRR17524675	443
SRR17524695	1139
02C	38540
04C	26253
05C	30059
07C	38273
13C	43209
14C	37307
16C	40331
17C	43640
18C	39751
19C	37561
20C	38220
21C	33187
22C	34917
24C	37819
25C	37541
26C	38988
27C	35875
28C	37478
29C	35495
ABM007.A0101	32608
ABM008.A0101	22124
CDC005.A0101	24441
CDC006.A0101	34608
CDC007.A0101	30178
CDC008.A0101	29785
CDC009.A0101	30848
CDC010.A0101	31023
DJA006.A0101	29860
DJA007.A0101	35441
EBO008.A0101	32634
EBO009.A0101	20180
KNP001.A0102	39311
KNP003.A0102	36082
KNP004.A0102	4894
KNP005.A0102	37872
KNP006.A0102	35939
KNP007.A0102	33699
KNP009.A0102	38130
